ID,gen
gene-KPHS_16380,molybdopterin biosynthesis protein B
gene-KPHS_16390,molybdenum cofactor biosynthesis protein C
gene-KPHS_16400,molybdopterin biosynthesis protein
gene-KPHS_16410,molybdopterin synthase large subunit
gene-KPHS_16420,putative transport protein
gene-KPHS_16430,putative negative regulator
gene-KPHS_16440,cardiolipin synthase 2
gene-KPHS_16450,putative DNase
gene-KPHS_16460,membrane protein
gene-KPHS_16470,putative ABC-type transport system inner membrane component
gene-KPHS_16480,ABC transporter membrane protein
gene-KPHS_16490,putative ABC-type transport system ATP-binding component
gene-KPHS_16500,secretion protein HlyD
gene-KPHS_16510,putative DNA-binding transcriptional regulator
gene-KPHS_16520,putative DNA-binding transcriptional regulator
gene-KPHS_16530,transcriptional regulator LysR
gene-KPHS_16540,hypothetical protein
gene-KPHS_16550,putative general substrate transporter
gene-KPHS_16560,putative short-chain dehydrogenase/reductase SDR
gene-KPHS_16570,putative transketolase
gene-KPHS_16580,putative transketolase
gene-KPHS_16590,putative transketolase
gene-KPHS_16600,ATP-dependent RNA helicase RhlE
gene-KPHS_16610,ATP-dependent DNA helicase DinG
gene-KPHS_16620,DNA-binding protein YbiB
gene-KPHS_16630,DUF1471 domain-containing protein
gene-KPHS_16640,DksA/TraR family C4-type zinc finger protein
gene-KPHS_16650,DUF1471 domain-containing protein
gene-KPHS_16660,flavin reductase family protein
gene-KPHS_16670,putative SAM-dependent methyltransferase
gene-KPHS_16680,RlmF-related methyltransferase
gene-KPHS_16690,mechanosensitive channel protein
gene-KPHS_16700,glutamine ABC transporter ATP-binding protein
gene-KPHS_16710,glutamine ABC transporter permease
gene-KPHS_16720,glutamine ABC transporter periplasmic protein
gene-KPHS_16730,DNA starvation/stationary phase protection protein Dps
gene-KPHS_16740,threonine and homoserine efflux system
gene-KPHS_16750,hypothetical protein
gene-KPHS_16760,outer membrane protein X
gene-KPHS_16770,phosphoethanolamine transferase
gene-KPHS_16780,manganase accumulation protein MntS
gene-KPHS_16790,transcriptional regulator MntR
gene-KPHS_16800,putative transport protein
gene-KPHS_16810,putative family 1 glycoside hydrolase
gene-KPHS_16820,putative transcriptional regulator
gene-KPHS_16830,L%2CD-transpeptidase
gene-KPHS_16840,anaerobic C4-dicarboxylate transporter
gene-KPHS_16850,putative transport system ATP-binding component
gene-KPHS_16860,putative alpha-xylosidase
gene-KPHS_16870,putative general substrate transporter
gene-KPHS_16880,putative periplasmic binding protein/LacI transcriptional regulator
gene-KPHS_16890,DUF1479 domain-containing protein
gene-KPHS_16900,HAD family hydrolase
gene-KPHS_16910,putative formate acetyltransferase 3
gene-KPHS_16920,putative pyruvate formate lyase activating enzyme
gene-KPHS_16930,molybdopterin biosynthesis protein MoeB
gene-KPHS_16940,molybdopterin biosynthesis protein
gene-KPHS_16950,L-asparaginase
gene-KPHS_16960,glutathione transporter ATP-binding protein
gene-KPHS_16970,peptide ABC transporter substrate-binding protein
gene-KPHS_16980,peptide ABC transporter membrane protein
gene-KPHS_16990,putative ABC transporter permease
gene-KPHS_17000,30S ribosomal protein S12 methylthiotransferase RimO
gene-KPHS_17010,putative proton/sugar symporter%2C LacY
gene-KPHS_17020,biofilm formation regulatory protein BssR
gene-KPHS_17030,putative dehydrogenase
gene-KPHS_17040,putative glutathione S-transferase
gene-KPHS_17050,hypothetical protein
gene-KPHS_17060,D-alanyl-D-alanine carboxypeptidase
gene-KPHS_17070,DNA-binding transcriptional repressor DeoR
gene-KPHS_17080,undecaprenyl pyrophosphate phosphatase
gene-KPHS_17090,major facilitator superfamily protein
gene-KPHS_17100,putative hydrolase
gene-KPHS_17110,putative DEOR-type transcriptional regulator
gene-KPHS_17120,putative DEOR-type transcriptional regulator
gene-KPHS_17130,integrase family protein
gene-KPHS_17140,putative reverse transcriptase/maturase
gene-KPHS_17150,hypothetical protein
gene-KPHS_17160,putative DinI-like damage-inducible protein
gene-KPHS_17170,hypothetical protein
gene-KPHS_17180,AIPR family protein
gene-KPHS_17190,putative phage portal protein
gene-KPHS_17200,terminase%2C ATPase subunit
gene-KPHS_17210,Presumed capsid scaffolding protein (GpO)
gene-KPHS_17220,minor capsid protein H1 and H2%2C major capsid protein N*
gene-KPHS_17230,terminase%2C endonuclease subunit
gene-KPHS_17240,Head completion/stabilization protein (GpL)
gene-KPHS_17250,tail protein X
gene-KPHS_17260,hypothetical protein
gene-KPHS_17270,lysozyme
gene-KPHS_17280,hypothetical protein
gene-KPHS_17290,LysB family phage lysis regulatory protein
gene-KPHS_17300,hypothetical protein
gene-KPHS_17310,P2 phage tail completion protein R
gene-KPHS_17320,phage virion morphogenesis protein
gene-KPHS_17340,hypothetical protein
gene-KPHS_17330,hypothetical protein
gene-KPHS_17350,baseplate assembly protein V
gene-KPHS_17360,baseplate assembly protein W
gene-KPHS_17370,baseplate assembly protein J
gene-KPHS_17380,tail protein I
gene-KPHS_17390,hypothetical protein
gene-KPHS_17400,hypothetical protein
gene-KPHS_17410,hypothetical protein
gene-KPHS_17420,phage tail protein
gene-KPHS_17430,phage tail sheath protein
gene-KPHS_17440,phage major tail tube protein
gene-KPHS_17450,phage tail protein E
gene-KPHS_17460,GpE family phage tail protein
gene-KPHS_17470,hypothetical protein
gene-KPHS_17480,phage tail tape measure protein%2C family
gene-KPHS_17490,putative bacteriophage tail protein
gene-KPHS_17500,Late control gene D protein (GpD)
gene-KPHS_17510,prophage P2 Ogr protein
gene-KPHS_17520,hypothetical protein
gene-KPHS_17530,putative transport protein
gene-KPHS_17540,permease
gene-KPHS_17550,membrane protein
gene-KPHS_17560,glutaredoxin
gene-KPHS_17570,YbjC family protein
gene-KPHS_17580,oxygen-insensitive NADPH nitroreductase
gene-KPHS_17590,oxygen-insensitive NADPH nitroreductase
gene-KPHS_17600,ribosomal protein S6 modification protein
gene-KPHS_17610,putative sensory transduction regulator
gene-KPHS_17620,spermidine/putrescine transport system periplasmic substrate-binding component
gene-KPHS_17630,putrescine ABC transporter ATP-binding protein
gene-KPHS_17640,putrescine ABC transporter membrane protein
gene-KPHS_17650,spermidine/putrescine transport system permease component
gene-KPHS_17660,DUF2593 family protein
gene-KPHS_17670,23S rRNA (uracil-5-)-methyltransferase
gene-KPHS_17680,putative positive response regulator
gene-KPHS_17690,putative signal transduction histidine kinase
gene-KPHS_17700,arginine 3rd transport system periplasmic binding protein
gene-KPHS_17710,arginine ABC transporter%2C permease protein ArtM
gene-KPHS_17720,arginine transporter permease subunit ArtQ
gene-KPHS_17730,arginine ABC transporter periplasmic substrate-binding protein ArtI
gene-KPHS_17740,arginine transport system ATP-binding protein
gene-KPHS_17750,putative lipoprotein
gene-KPHS_17760,GGDEF domain-containing protein
gene-KPHS_17770,N-acetylmuramoyl-L-alanine amidase
gene-KPHS_17780,putative dehydrogenase%2C NAD(P)-binding protein
gene-KPHS_17790,putative nucleoside-diphosphate-sugar epimerase
gene-KPHS_17800,L-allo-threonine aldolase
gene-KPHS_17810,pyruvate dehydrogenase
gene-KPHS_17820,DoxX family protein
gene-KPHS_17830,NADH oxidoreductase for HCP
gene-KPHS_17840,prismane protein
gene-KPHS_17850,putative surface protein
gene-KPHS_17860,aquaporin Z
gene-KPHS_17870,DUF2813 domain-containing protein
gene-KPHS_17880,ATP-dependent endonuclease
gene-KPHS_17890,macrolide transporter subunit MacA
gene-KPHS_17900,ABC-type macrolide transport system efflux carrier
gene-KPHS_17910,DNA replication inhibitor
gene-KPHS_17920,ATP-dependent Clp protease adaptor protein ClpS
gene-KPHS_17930,ATP-dependent Clp protease ATP-binding subunit
gene-KPHS_17940,translation initiation factor IF-1
gene-KPHS_17950,leucyltransferase
gene-KPHS_17960,cytochrome-related transport system ATP-binding component
gene-KPHS_17970,cysteine/glutathione ABC transporter membrane/ATP-binding protein
gene-KPHS_17980,thioredoxin reductase
gene-KPHS_17990,hypothetical protein
gene-KPHS_18000,leucine-responsive transcriptional regulator
gene-KPHS_18010,cell division protein
gene-KPHS_18020,outer-membrane lipoprotein carrier protein
gene-KPHS_18030,recombination factor protein RarA
gene-KPHS_18040,seryl-tRNA synthetase
gene-KPHS_18050,anaerobic dimethyl sulfoxide reductase subunit A
gene-KPHS_18060,anaerobic dimethyl sulfoxide reductase subunit B
gene-KPHS_18070,anaerobic dimethyl sulfoxide reductase subunit C
gene-KPHS_18080,hypothetical protein
gene-KPHS_18090,MFS family transporter
gene-KPHS_18100,pyruvate formate lyase-activating enzyme 1
gene-KPHS_18110,formate acetyltransferase 1
gene-KPHS_18120,putative formate transporter
gene-KPHS_18130,30S ribosomal protein S12 methylthiotransferase accessory protein YcaO
gene-KPHS_18140,DUF421 domain-containing protein
gene-KPHS_18150,phosphoserine transaminase
gene-KPHS_18160,3-phosphoshikimate 1-carboxyvinyltransferase
gene-KPHS_18170,cytidylate kinase
gene-KPHS_18180,30S ribosomal protein S1
gene-KPHS_18190,integration host factor subunit beta
gene-KPHS_18200,putative recombination protein with metallo-hydrolase domain
gene-KPHS_18210,lipid transporter ATP-binding protein/permease
gene-KPHS_18220,tetraacyldisaccharide 4'-kinase
gene-KPHS_18230,winged helix-turn-helix domain-containing protein
gene-KPHS_18240,protein YcaR
gene-KPHS_18250,3-deoxy-manno-octulosonate cytidylyltransferase
gene-KPHS_18260,chromosome partition protein MukF
gene-KPHS_18270,envelope biogenesis factor ElyC
gene-KPHS_18280,putative metallothionein SmtA
gene-KPHS_18290,condesin subunit F
gene-KPHS_18300,chromosome segregation and condensation protein MukF
gene-KPHS_18310,condesin subunit E
gene-KPHS_18320,condesin subunit B
gene-KPHS_18330,putative amidase
gene-KPHS_18340,YcbK family protein
gene-KPHS_18350,MBL fold metallo-hydrolase
gene-KPHS_18360,aromatic amino acid aminotransferase
gene-KPHS_18370,outer membrane protein 1A/OmpK35 porin
gene-KPHS_18380,OmpK35 protein
gene-KPHS_18390,asparaginyl-tRNA synthetase
gene-KPHS_18400,asparaginyl-tRNA synthetase
gene-KPHS_18410,regulator for leucine (or lrp) regulon and high-affinity branched-chain amino acid transport system
gene-KPHS_18420,diaminopropionate ammonia-lyase
gene-KPHS_18430,putative transmembrane amino acid transporter protein
gene-KPHS_18440,allantoate amidohydrolase
gene-KPHS_18450,putative peptidase
gene-KPHS_18460,nicotinate phosphoribosyltransferase
gene-KPHS_18470,hypothetical protein
gene-KPHS_18480,aminopeptidase N
gene-KPHS_18490,aliphatic sulfonates transport ATP-binding subunit
gene-KPHS_18500,alkanesulfonate transporter permease
gene-KPHS_18510,alkanesulfonate monooxygenase
gene-KPHS_18520,aliphatic sulfonate ABC transporter substrate-binding protein
gene-KPHS_18530,NAD(P)H-dependent FMN reductase
gene-KPHS_18540,dihydroorotate oxidase
gene-KPHS_18550,cell division protein ZapC
gene-KPHS_18560,putative Fe-S protein
gene-KPHS_18570,23S rRNA m(2)G2445 methyltransferase
gene-KPHS_18580,ABC transport system ATP-binding component
gene-KPHS_18590,paraquat-inducible protein A
gene-KPHS_18600,paraquat-inducible protein B
gene-KPHS_18610,membrane integrity-associated transporter subunit PqiC
gene-KPHS_18620,3-hydroxydecanoyl-ACP dehydratase
gene-KPHS_18630,putative ATP-dependent protease
gene-KPHS_18640,macrodomain Ter protein MatP
gene-KPHS_18650,outer membrane protein A
gene-KPHS_18660,SOS cell division inhibitor
gene-KPHS_18670,competence activator protein Sxy
gene-KPHS_18680,putative PET-family efflux transport protein
gene-KPHS_18690,hypothetical protein
gene-KPHS_18700,DNA helicase IV
gene-KPHS_18710,methylglyoxal synthase
gene-KPHS_18720,putative CoA-binding protein
gene-KPHS_18730,putative inner membrane protein
gene-KPHS_18740,methyltransferase
gene-KPHS_18750,putative outer membrane protein
gene-KPHS_18760,AraC family transcription regulator
gene-KPHS_18770,acylphosphatase
gene-KPHS_18780,sulfurtransferase TusE
gene-KPHS_18790,FtsH protease modulator YccA
gene-KPHS_18800,putative extracellular solute-binding protein
gene-KPHS_18810,diguanylate phosphodiesterase
gene-KPHS_18820,hypothetical protein
gene-KPHS_18830,iron(III)-transport ATP-binding protein
gene-KPHS_18840,putative diogenase subunit beta
gene-KPHS_18850,putative aldehyde dehydrogenase
gene-KPHS_18860,putative di(mono)oxygenase subunit alpha
gene-KPHS_18870,BCCT family transporter
gene-KPHS_18880,putative tartrate dehydrogenase
gene-KPHS_18890,putative tartrate dehydrogenase
gene-KPHS_18900,putative LysR-family transcriptional regulator
gene-KPHS_18910,oxidoreductase
gene-KPHS_18920,gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase
gene-KPHS_18930,DNA-binding transcriptional repressor PuuR
gene-KPHS_18940,HTH-type transcriptional regulator PuuR
gene-KPHS_18950,gamma-glutamyl-gamma-aminobutyrate hydrolase
gene-KPHS_18960,putative glutamine synthetase
gene-KPHS_18970,putative amino acid/amine transport protein
gene-KPHS_18980,small membrane protein
gene-KPHS_18990,hypothetical protein
gene-KPHS_19000,putative short-chain dehydrogenase/reductase
gene-KPHS_19010,transcriptional regulator
gene-KPHS_19020,glucose-1-phosphatase/inositol phosphatase
gene-KPHS_19030,hypothetical protein
gene-KPHS_19040,TrpR binding protein
gene-KPHS_19050,hypothetical protein
gene-KPHS_19060,DMT family transporter
gene-KPHS_19070,putative transport protein
gene-KPHS_19080,putative flavin:NADH reductase
gene-KPHS_19090,malonic semialdehyde reductase
gene-KPHS_19100,putative hydrolase
gene-KPHS_19110,putative hydrolase
gene-KPHS_19120,pyrimidine utilization protein C
gene-KPHS_19130,pyrimidine utilization protein B
gene-KPHS_19140,pyrimidine utilization protein A
gene-KPHS_19150,transcriptional regulator
gene-KPHS_19160,DUF1311 domain-containing protein
gene-KPHS_19170,trifunctional transcriptional regulator/proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase
gene-KPHS_19180,proline dehydrogenase/delta-1-pyrroline-5-carboxylate dehydrogenase
gene-KPHS_19190,major sodium/proline symporter
gene-KPHS_19200,hypothetical protein
gene-KPHS_19210,choline dehydrogenase
gene-KPHS_19220,nucleoside permease NupC
gene-KPHS_19230,FTR1 family protein
gene-KPHS_19240,iron uptake system protein EfeO
gene-KPHS_19250,deferrochelatase/peroxidase EfeB
gene-KPHS_19260,PhoH family protein
gene-KPHS_19270,PhoH family protein
gene-KPHS_19280,putative DsbA oxidoreductase
gene-KPHS_19290,putative cysteine hydrolase
gene-KPHS_19300,putative cytoplasmic protein
gene-KPHS_19310,LysR family transcriptional regulator
gene-KPHS_19320,2-ketoacid reductase
gene-KPHS_19330,phosphatase
gene-KPHS_19340,putative oxidoreductase
gene-KPHS_19350,putative transport protein
gene-KPHS_19360,O-acetyl-ADP-ribose deacetylase
gene-KPHS_19370,TetR/AcrR family transcriptional regulator
gene-KPHS_19380,glucans biosynthesis protein
gene-KPHS_19390,periplasmic glucan biosynthesis protein
gene-KPHS_19400,glucosyltransferase
gene-KPHS_19410,YceK/YidQ family lipoprotein
gene-KPHS_19420,SecY/SecA suppressor protein
gene-KPHS_19430,drug efflux system protein MdtG
gene-KPHS_19440,lipid A biosynthesis lauroyl acyltransferase
gene-KPHS_19450,hypothetical protein
gene-KPHS_19460,rhodanese-related sulfurtransferase
gene-KPHS_19470,DUF2770 family protein
gene-KPHS_19480,putative sarcosine oxidase
gene-KPHS_19490,biofilm formation regulatory protein BssS
gene-KPHS_19500,DNA-damage-inducible protein I
gene-KPHS_19510,dihydroorotase
gene-KPHS_19520,dihydroorotase
gene-KPHS_19530,YceB protein
gene-KPHS_19540,multidrug resistance protein MdtH
gene-KPHS_19550,ribosomal-protein-alanine acetyltransferase
gene-KPHS_19560,YceH family protein
gene-KPHS_19570,putative NAD(P)-binding virulence factor
gene-KPHS_19580,integral membrane protein MviN
gene-KPHS_19590,major facilitator superfamily permease
gene-KPHS_19600,putative LysR-family transcriptional regulator
gene-KPHS_19610,ribonuclease E
gene-KPHS_19620,RNase E
gene-KPHS_19630,23S rRNA pseudouridylate synthase C
gene-KPHS_19640,putative inhibitor of septum formation
gene-KPHS_19650,23S rRNA accumulation protein YceD
gene-KPHS_19660,50S ribosomal protein L32
gene-KPHS_19670,fatty acid/phospholipid synthesis protein
gene-KPHS_19680,3-oxoacyl-ACP synthase
gene-KPHS_19690,acyl carrier protein S-malonyltransferase
gene-KPHS_19700,3-ketoacyl-ACP reductase
gene-KPHS_19710,acyl carrier protein
gene-KPHS_19720,3-oxoacyl-(acyl carrier protein) synthase II
gene-KPHS_19730,4-amino-4-deoxychorismate lyase
gene-KPHS_19740,putative thymidylate kinase
gene-KPHS_19750,thymidylate kinase
gene-KPHS_19760,DNA polymerase III subunit delta'
gene-KPHS_19770,putative hydrolase
gene-KPHS_19780,glucose-specific PTS system IIBC components
gene-KPHS_19790,purine nucleoside phosphoramidase
gene-KPHS_19800,YcfL family protein
gene-KPHS_19810,putative fibronectin-binding protein
gene-KPHS_19820,putative beta-glucosidase
gene-KPHS_19830,beta-hexosaminidase
gene-KPHS_19840,alpha/beta hydrolase
gene-KPHS_19850,respiratory NADH dehydrogenase
gene-KPHS_19860,glycine zipper 2TM domain-containing protein
gene-KPHS_19870,putative TonB-dependent receptor
gene-KPHS_19880,transposase
gene-KPHS_19890,hypothetical protein
gene-KPHS_19900,hypothetical protein
gene-KPHS_19910,putative TetR/AcrR family transcriptional regulator
gene-KPHS_19920,hypothetical protein
gene-KPHS_19930,DUF1471 domain-containing protein
